Date;Service;Departure station;Arrival station;Average journey time;Number of scheduled trains;Number of cancelled trains;Cancellation comments;Number of trains delayed at departure;Average delay of late trains at departure;Average delay of all trains at departure;Departure delay comments;Number of trains delayed at arrival;Average delay of late trains at arrival;Average delay of all trains at arrival;Arrival delay comments;Number of trains delayed > 15min;Average delay of trains > 15min (if competing with flights);Number of trains delayed > 30min;Number of trains delayed > 60min;Pct delay due to external causes;Pct delay due to infrastructure;Pct delay due to traffic management;Pct delay due to rolling stock;Pct delay due to station management and equipment reuse;Pct delay due to passenger handling (crowding, disabled persons, connections)
2018-10;National;BREST;PARIS MONTPARNASSE;231.0;270.0;2.0;None;11.0;10.29090909;0.425373134;None;29.0;33.12816092;5.79608209;None;260.39253670473084;346.4742866898222;124.67169657422514;3.0;19.23076923;34.61538462;7.692307692;38.46153846;72.0439601026586;0.0
2018-10;National;PARIS MONTPARNASSE;LAVAL;90.0;201.0;0.0;None;872.2920065252855;5.232692308;0.316749585;None;17.0;0.0;0.0;None;260.39253670473084;2.9;124.67169657422514;0.0;15.38461538;23.07692308;23.07692308;0.0;0.0;0.0
2018-10;National;PARIS MONTPARNASSE;QUIMPER;227.0;240.0;1.0;None;32.0;10.23854167;0.927196653;None;22.0;59.15909091;0.0;None;22.0;6.514644351;13.0;7.0;50.0;18.18181818;0.0;18.18181818;13.63636364;0.0
2018-10;National;TOURS;PARIS MONTPARNASSE;80.0;188.0;0.0;None;0.0;3.47037037;0.335992908;None;51.0;345.3266769288485;4.226241135;None;15.0;4.226241135;4.0;0.0;15.625;0.0;34.375;12.5;6.25;3.125
2018-10;National;PARIS EST;NANCY;95.0;279.0;3.0;None;40.0;14.72041667;2.030253623;None;16.0;23.73020833;2.335567633;None;15.0;2.335567633;7.0;3.0;18.75;25.0;18.75;31.25;6.25;0.0
2018-10;National;NANCY;PARIS EST;93.0;296.0;94.94596247960848;None;78.0;8.581623932;2.328474576;None;43.0;21.87868217;3.740169492;None;19.0;3.740169492;13.0;2.0;10.52631579;13.15789474;31.57894737;28.94736842;10.52631579;5.263157895
2018-10;National;PARIS EST;REIMS;45.0;204.0;3.0;None;31.0;12.56075269;1.86384743;None;25.0;21.59333333;3.1539801;None;8.0;3.1539801;5.0;2.0;22.72727273;13.63636364;13.63636364;190.4200842324105;72.0439601026586;0.0
2018-10;National;PARIS EST;STRASBOURG;113.0;451.0;4.0;None;63.0;13.36587302;1.791909023;None;27.0;345.3266769288485;2.018456376;None;22.0;2.018456376;8.0;4.0;19.23076923;19.23076923;3.846153846;46.15384615;11.53846154;0.0
2018-10;National;MARSEILLE ST CHARLES;TOURCOING;298.0;29.0;1.0;None;4.0;2.379166667;0.0;None;5.0;80.4;16.85714286;None;5.0;16.85714286;3.0;3.0;0.0;218.65088787857883;20.0;0.0;0.0;0.0
2018-10;National;MARSEILLE ST CHARLES;MARNE LA VALLEE;210.0;290.0;4.0;None;78.0;6.186538462;1.544230769;None;61.0;46.87486339;11.86258741;None;61.0;11.86258741;22.0;0.0;14.75409836;24.59016393;45.90163934;0.0;4.918032787;0.0
2018-10;National;None;PARIS LYON;183.0;397.0;0.0;None;0.0;8.302147239;3.446641478;None;49.0;52.85442177;8.559781696;None;49.0;8.559781696;26.0;12.0;16.32653061;38.7755102;28.57142857;10.20408163;0.0;2.040816327
2018-10;National;AVIGNON TGV;PARIS LYON;160.0;518.0;3.0;None;290.0;0.0;5.454563107;None;114.0;38.5745614;9.642135922;None;80.0;9.642135922;44.0;16.0;0.0;218.65088787857883;29.8245614;12.28070175;4.385964912;2.631578947
2018-10;National;GRENOBLE;PARIS LYON;183.0;2681.206158238173;0.0;None;37.0;3.381531532;0.532062147;None;22.0;51.70984848;6.33700565;None;22.0;0.0;13.0;8.0;27.27272727;22.72727273;22.72727273;13.63636364;13.63636364;0.0
2018-10;National;NICE VILLE;PARIS LYON;345.0;161.0;3.0;None;43.0;8.57248062;0.0;None;37.0;44.58783784;0.0;None;37.0;11.51434599;23.0;5.0;24.32432432;29.72972973;32.43243243;0.0;0.0;0.0
2018-10;National;PARIS LYON;NIMES;177.0;262.0;9.0;None;47.0;0.0;2.838339921;None;50.0;36.02933333;8.307312253;None;0.0;8.307312253;0.0;0.0;23.91304348;23.91304348;10.86956522;32.60869565;8.695652174;75.91572970554272
2018-10;National;None;PARIS LYON;238.0;0.0;3.0;None;121.0;0.0;5.601939655;None;50.0;45.126;10.80998563;None;50.0;10.80998563;29.0;8.0;0.0;28.0;28.0;20.0;0.0;75.91572970554272
2018-10;National;PARIS LYON;VALENCE ALIXAN TGV;130.0;2681.206158238173;94.94596247960848;None;50.0;18.35466667;2.756298774;None;51.0;34.6872549;6.771014493;None;41.0;0.0;20.0;9.0;13.04347826;26.08695652;198.7610364132147;39.13043478;8.695652174;0.0
2018-10;National;LYON PART DIEU;MARSEILLE ST CHARLES;103.0;482.0;3.0;None;257.0;11.61076524;6.349965205;None;115.0;32.36666667;9.27414753;None;94.0;9.27414753;34.0;34.0;14.41441441;218.65088787857883;0.0;15.31531532;72.0439601026586;4.504504505
2018-10;International;GENEVE;PARIS LYON;194.0;232.0;0.0;None;149.0;118.28872062060988;0.0;None;20.0;35.525;3.47737069;None;20.0;3.47737069;7.0;4.0;15.0;50.0;25.0;0.0;10.0;0.0
2018-10;International;ITALIE;PARIS LYON;439.0;95.0;1.0;None;87.0;4.275862069;3.978723404;None;32.0;42.3890625;18.11400709;None;32.0;18.11400709;11.0;4.0;16.12903226;19.35483871;38.70967742;19.35483871;3.225806452;3.225806452
2018-10;National;ANGERS SAINT LAUD;PARIS MONTPARNASSE;99.0;373.0;0.0;None;196.0;4.824064626;2.669571046;None;47.0;17.8751773;3.784182306;None;20.0;0.0;6.0;1.0;6.976744186;34.88372093;32.55813953;18.60465116;2.325581395;75.91572970554272
2018-10;National;PARIS MONTPARNASSE;LA ROCHELLE VILLE;171.0;211.0;0.0;None;27.0;5.880246914;0.453317536;None;14.0;22.71428571;2.81042654;None;12.0;2.81042654;3.0;3.0;7.142857143;50.0;0.0;14.28571429;0.0;14.28571429
2018-10;National;LAVAL;PARIS MONTPARNASSE;93.0;193.0;1.0;None;93.0;6.169354839;3.045486111;None;0.0;21.64753086;4.3875;None;13.0;4.3875;4.0;2.0;14.28571429;38.0952381;0.0;14.28571429;72.0439601026586;75.91572970554272
2018-10;National;NANTES;PARIS MONTPARNASSE;135.0;494.0;2.0;None;157.0;118.28872062060988;1.66046748;None;61.0;23.20218579;4.683401084;None;30.0;4.683401084;12.0;4.0;8.196721311;31.14754098;0.0;19.67213115;1.639344262;3.278688525
2018-10;National;PARIS MONTPARNASSE;POITIERS;99.0;470.0;0.0;None;57.0;0.0;0.472907801;None;0.0;16.31149425;3.556134752;None;23.0;3.556134752;6.0;0.0;14.89361702;31.91489362;29.78723404;12.76595745;0.0;6.382978723
2018-10;National;POITIERS;PARIS MONTPARNASSE;1702.5938009787928;2681.206158238173;0.0;None;872.2920065252855;5.961805556;3.258141321;None;112.0;16.14196429;0.0;None;41.0;346.4742866898222;0.0;0.0;9.677419355;39.78494624;29.03225806;10.75268817;3.225806452;7.52688172
2018-10;National;QUIMPER;PARIS MONTPARNASSE;228.0;244.0;1.0;None;22.0;5.76969697;0.0;None;26.0;0.0;5.709533608;None;26.0;5.709533608;0.0;0.0;20.0;32.0;0.0;44.0;72.0439601026586;75.91572970554272
2018-10;National;RENNES;PARIS MONTPARNASSE;105.0;572.0;6.0;None;254.0;8.426968504;3.843904594;None;74.0;25.88400901;5.468875147;None;58.0;346.4742866898222;58.0;6.0;12.67605634;32.3943662;19.71830986;23.94366197;7.042253521;4.225352113
2018-10;National;PARIS MONTPARNASSE;ST MALO;0.0;2681.206158238173;0.0;None;11.0;7.734848485;0.463405797;None;5.0;30.07333333;0.127717391;None;5.0;0.127717391;1.0;1.0;40.0;0.0;0.0;40.0;20.0;0.0
2018-10;National;ST PIERRE DES CORPS;PARIS MONTPARNASSE;67.0;390.0;0.0;None;244.0;7.132855191;4.557905983;None;150.0;13.52622222;0.0;None;40.0;5.780940171;8.0;1.0;9.900990099;39.6039604;31.68316832;9.900990099;72.0439601026586;3.96039604
2018-10;National;TOULOUSE MATABIAU;PARIS MONTPARNASSE;263.0;179.0;2.0;None;17.0;10.88235294;0.0;None;24.0;345.3266769288485;7.840112994;None;24.0;7.840112994;11.0;5.0;20.83333333;41.66666667;16.66666667;12.5;0.0;0.0
2018-10;National;PARIS MONTPARNASSE;TOURS;78.0;174.0;0.0;None;18.0;10.13055556;0.546072797;None;31.0;13.29139785;3.23697318;None;9.0;3.23697318;3.0;0.0;218.89587774190275;19.04761905;14.28571429;38.0952381;0.0;0.0
2018-10;National;RENNES;LYON PART DIEU;240.0;74.0;0.0;None;27.0;3.642592593;1.464414414;None;7.0;34.2452381;5.74527027;None;7.0;5.74527027;4.0;0.0;14.28571429;28.57142857;14.28571429;0.0;0.0;0.0
2018-10;National;METZ;PARIS EST;85.0;307.0;2.0;None;142.0;6.988497653;3.27284153;None;0.0;0.0;5.048087432;None;28.0;5.048087432;11.0;11.0;16.94915254;20.33898305;37.28813559;15.25423729;8.474576271;1.694915254
2018-10;National;STRASBOURG;NANTES;288.0;38.0;0.0;None;11.0;1.843939394;0.435526316;None;9.0;31.18333333;9.849122807;None;9.0;9.849122807;4.0;0.0;22.22222222;33.33333333;11.11111111;22.22222222;0.0;11.11111111
2018-10;National;PARIS NORD;DUNKERQUE;114.0;263.0;3.0;None;52.0;13.67339744;2.508974359;None;31.0;45.16129032;5.911538462;None;20.0;5.911538462;14.0;5.0;0.0;20.0;3.333333333;50.0;3.333333333;0.0
2018-10;National;LYON PART DIEU;LILLE;1702.5938009787928;261.0;3.0;None;222.0;12.0533033;10.42758398;None;0.0;35.57098765;13.6120801;None;260.39253670473084;13.6120801;23.0;10.0;23.45679012;25.92592593;34.56790123;4.938271605;7.407407407;3.703703704
2018-10;National;MARSEILLE ST CHARLES;LILLE;301.0;0.0;0.0;None;54.0;118.28872062060988;2.080722892;None;52.0;40.07564103;14.90592369;None;52.0;14.90592369;17.0;8.0;23.07692308;26.92307692;34.61538462;5.769230769;5.769230769;3.846153846
2018-10;National;RENNES;PARIS VAUGIRARD;116.0;30.0;0.0;None;3.0;0.0;0.0;None;0.0;12.68333333;58.47323134889636;None;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0
2018-10;National;LYON PART DIEU;MARNE LA VALLEE;108.0;260.0;3.0;None;221.0;12.16138763;10.51420233;None;84.0;30.16349206;11.38761349;None;65.0;11.38761349;19.0;5.0;13.0952381;22.61904762;50.0;0.0;11.9047619;0.0
2018-10;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;1702.5938009787928;290.0;1.0;None;141.0;118.28872062060988;5.168512111;None;49.0;345.3266769288485;9.60899654;None;49.0;0.0;19.0;9.0;24.48979592;20.40816327;24.48979592;18.36734694;0.0;4.081632653
2018-10;National;PARIS LYON;None;182.0;414.0;1.0;None;58.0;20.37614943;2.531598063;None;64.0;42.32083333;8.249192897;None;64.0;8.249192897;31.0;14.0;23.4375;26.5625;0.0;35.9375;6.25;0.0
2018-10;National;ANNECY;PARIS LYON;224.0;186.0;0.0;None;12.0;11.91666667;0.755107527;None;33.0;46.52525253;10.4921147;None;260.39253670473084;10.4921147;15.0;6.0;21.21212121;218.65088787857883;39.39393939;12.12121212;3.03030303;3.03030303
2018-10;National;PARIS LYON;BESANCON FRANCHE COMTE TGV;129.0;177.0;2.0;None;23.0;12.18333333;1.340190476;None;19.0;30.34385965;5.263619048;None;14.0;5.263619048;5.0;3.0;26.31578947;15.78947368;198.7610364132147;21.05263158;15.78947368;5.263157895
2018-10;National;PARIS LYON;LYON PART DIEU;119.0;604.0;3.0;None;71.0;16.57676056;0.0;None;52.0;35.78429487;3.464919578;None;33.0;0.0;17.0;8.0;19.23076923;26.92307692;0.0;0.0;7.692307692;0.0
2018-10;National;MARSEILLE ST CHARLES;PARIS LYON;197.0;440.0;0.0;None;114.0;9.421637427;2.338295455;None;61.0;56.80655738;9.605378788;None;61.0;9.605378788;35.0;15.0;14.75409836;40.98360656;24.59016393;14.75409836;3.278688525;1.639344262
2018-10;National;PARIS LYON;NICE VILLE;349.0;155.0;5.0;None;29.0;0.0;2.248;None;28.0;34.85357143;8.128111111;None;28.0;8.128111111;14.0;4.0;32.14285714;218.65088787857883;21.42857143;0.0;0.0;3.571428571
2018-10;National;PARIS MONTPARNASSE;BREST;0.0;268.0;2.0;None;40.0;8.354166667;0.835087719;None;20.0;40.875;4.520676692;None;0.0;4.520676692;0.0;0.0;218.89587774190275;218.65088787857883;0.0;15.0;15.0;0.0
2018-10;National;PARIS MONTPARNASSE;RENNES;0.0;554.0;3.0;None;74.0;7.413288288;0.616908651;None;42.0;29.5015873;3.118421053;None;26.0;3.118421053;13.0;5.0;35.8974359;218.65088787857883;7.692307692;0.0;12.82051282;0.0
2018-10;National;PARIS MONTPARNASSE;TOULOUSE MATABIAU;262.0;168.0;0.0;None;16.0;7.586458333;0.437003968;None;23.0;0.0;9.001488095;None;0.0;9.001488095;0.0;0.0;45.45454545;13.63636364;18.18181818;18.18181818;0.0;0.0
2018-10;National;NANTES;STRASBOURG;306.0;37.0;0.0;None;15.0;8.452222222;3.489189189;None;8.0;0.0;8.773873874;None;8.0;8.773873874;0.0;0.0;12.5;0.0;25.0;12.5;0.0;0.0
2018-10;National;NANTES;PARIS VAUGIRARD;1702.5938009787928;61.0;0.0;None;20.0;10.40166667;3.310382514;None;11.0;345.3266769288485;6.09863388;None;3.0;6.09863388;2.0;1.0;18.18181818;9.090909091;54.54545455;9.090909091;9.090909091;0.0
2018-10;National;PARIS VAUGIRARD;NANTES;145.0;56.0;0.0;None;0.0;2.95;0.0;None;9.0;31.76111111;7.433928571;None;0.0;7.433928571;0.0;0.0;22.22222222;66.66666667;11.11111111;0.0;0.0;0.0
2018-10;National;PARIS VAUGIRARD;RENNES;124.0;29.0;0.0;None;6.0;3.994444444;0.345402299;None;0.0;17.90555556;3.367241379;None;2.0;3.367241379;0.0;0.0;0.0;33.33333333;33.33333333;33.33333333;0.0;0.0
2018-10;National;MARNE LA VALLEE;LYON PART DIEU;109.0;0.0;1.0;None;185.0;11.28423423;7.347231834;None;50.0;36.37;0.0;None;37.0;346.4742866898222;0.0;0.0;12.24489796;0.0;34.69387755;22.44897959;0.0;2.040816327
2018-10;National;PARIS LYON;BELLEGARDE (AIN);160.0;202.0;0.0;None;25.0;8.779333333;0.778135314;None;34.0;24.32058824;5.620379538;None;24.0;0.0;0.0;0.0;0.0;35.29411765;32.35294118;11.76470588;2.941176471;2.941176471
2018-10;National;PARIS LYON;CHAMBERY CHALLES LES EAUX;181.0;173.0;1.0;None;45.0;13.90851852;3.444282946;None;0.0;0.0;10.08992248;None;30.0;346.4742866898222;17.0;5.0;12.19512195;17.07317073;198.7610364132147;21.95121951;7.317073171;0.0
2018-10;National;PARIS LYON;LE CREUSOT MONTCEAU MONTCHANIN;78.0;196.0;0.0;None;20.0;118.28872062060988;0.757312925;None;29.0;17.49942529;3.2125;None;11.0;3.2125;4.0;2.0;12.5;0.0;25.0;190.4200842324105;6.25;0.0
2018-10;National;MONTPELLIER;PARIS LYON;206.0;0.0;13.0;None;120.0;0.0;6.747828447;None;60.0;68.28777778;14.44983713;None;60.0;14.44983713;36.0;20.0;0.0;40.0;13.33333333;6.666666667;5.0;0.0
2018-10;National;VALENCE ALIXAN TGV;PARIS LYON;132.0;0.0;94.94596247960848;None;179.0;16.08379888;10.82946317;None;60.0;51.94138889;11.80012484;None;49.0;11.80012484;28.0;14.0;30.0;38.33333333;16.66666667;8.333333333;6.666666667;0.0
2018-10;National;LYON PART DIEU;MONTPELLIER;118.0;299.0;29.0;None;176.0;118.28872062060988;6.916296296;None;84.0;33.43789683;11.89932099;None;260.39253670473084;11.89932099;29.0;14.0;0.0;21.25;42.5;10.0;3.75;8.75
2018-10;International;PARIS LYON;GENEVE;194.0;211.0;0.0;None;28.0;8.700595238;0.856082148;None;16.0;32.63229167;0.0;None;16.0;1.635150079;7.0;0.0;18.75;218.65088787857883;12.5;18.75;72.0439601026586;0.0
2018-10;International;PARIS LYON;LAUSANNE;224.0;142.0;0.0;None;0.0;15.42083333;0.0;None;365.28344208809136;40.70196078;7.822535211;None;17.0;7.822535211;11.0;2.0;11.76470588;11.76470588;17.64705882;58.82352941;0.0;0.0
2018-10;International;ZURICH;PARIS LYON;247.0;141.0;94.94596247960848;None;73.0;1.633105023;1.224113475;None;2.0;27.79166667;58.47323134889636;None;2.0;1.338179669;1.0;0.0;0.0;0.0;50.0;0.0;0.0;50.0
2018-10;National;PARIS MONTPARNASSE;ANGERS SAINT LAUD;99.0;359.0;1.0;None;29.0;8.433908046;0.287290503;None;43.0;19.98255814;3.50339851;None;21.0;3.50339851;6.0;2.0;10.52631579;0.0;13.15789474;21.05263158;2.631578947;5.263157895
2018-10;National;ANGOULEME;PARIS MONTPARNASSE;131.0;262.0;0.0;None;148.0;4.190540541;2.428244275;None;61.0;17.38442623;6.055025445;None;29.0;6.055025445;6.0;0.0;8.196721311;40.98360656;31.14754098;8.196721311;4.918032787;6.557377049
2018-10;National;REIMS;PARIS EST;46.0;201.0;0.0;None;65.0;11.23282051;3.736401327;None;51.0;0.0;5.968988391;None;17.0;5.968988391;8.0;5.0;4.347826087;54.34782609;17.39130435;15.2173913;4.347826087;4.347826087
2018-10;National;LILLE;MARSEILLE ST CHARLES;304.0;167.0;1.0;None;43.0;6.65620155;1.765763052;None;40.0;0.0;12.80943775;None;0.0;12.80943775;0.0;0.0;20.0;22.5;22.5;20.0;10.0;5.0
2018-10;National;TOURCOING;MARSEILLE ST CHARLES;305.0;0.0;0.0;None;1.0;0.0;0.178571429;None;0.0;0.0;1.929166667;None;0.0;1.929166667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-10;National;PARIS LYON;ANNECY;225.0;186.0;94.94596247960848;None;44.0;11.58522727;2.618100358;None;30.0;37.71666667;8.532258065;None;30.0;8.532258065;14.0;0.0;31.03448276;13.79310345;0.0;0.0;3.448275862;75.91572970554272
2018-10;National;PARIS LYON;GRENOBLE;1702.5938009787928;239.0;2.0;None;42.0;17.36111111;2.770534459;None;40.0;40.1;58.47323134889636;None;40.0;10.36708861;21.0;6.0;20.51282051;10.25641026;23.07692308;38.46153846;5.128205128;2.564102564
2018-10;National;LE CREUSOT MONTCEAU MONTCHANIN;PARIS LYON;81.0;221.0;0.0;None;157.0;7.146602972;5.071719457;None;51.0;20.64411765;4.380618401;None;15.0;4.380618401;8.0;4.0;9.756097561;14.63414634;34.14634146;14.63414634;14.63414634;12.19512195
2018-10;National;LYON PART DIEU;PARIS LYON;0.0;0.0;1.0;None;377.0;5.669186561;3.607894737;None;83.0;30.02228916;4.776644737;None;46.0;4.776644737;22.0;12.0;16.25;25.0;28.75;0.0;11.25;5.0
2018-10;National;PARIS LYON;MONTPELLIER;212.0;238.0;9.0;None;43.0;14.94418605;2.473435226;None;0.0;0.0;8.54286754;None;36.0;8.54286754;21.0;8.0;0.0;34.375;3.125;21.875;12.5;0.0
2018-10;National;MULHOUSE VILLE;PARIS LYON;171.0;314.0;0.0;None;154.0;118.28872062060988;2.790651709;None;32.0;21.8234375;2.982692308;None;15.0;2.982692308;5.0;0.0;14.28571429;14.28571429;39.28571429;10.71428571;10.71428571;10.71428571
2018-10;National;PARIS LYON;None;238.0;209.0;5.0;None;40.0;13.63125;2.342728758;None;33.0;37.55858586;7.154493464;None;33.0;7.154493464;0.0;0.0;27.27272727;12.12121212;198.7610364132147;39.39393939;6.060606061;3.03030303
2018-10;International;BARCELONA;PARIS LYON;378.0;65.0;3.0;None;24.0;4.541666667;1.725806452;None;15.0;85.15333333;21.14032258;None;14.0;21.14032258;11.0;6.0;40.0;0.0;6.666666667;13.33333333;0.0;0.0
2018-10;National;PARIS MONTPARNASSE;ANGOULEME;134.0;222.0;0.0;None;27.0;8.02037037;0.662237237;None;33.0;18.93939394;4.414864865;None;18.0;0.0;2.0;0.0;18.18181818;24.24242424;0.0;12.12121212;3.03030303;12.12121212
2018-10;National;LA ROCHELLE VILLE;PARIS MONTPARNASSE;171.0;211.0;0.0;None;17.0;2.673529412;0.223933649;None;27.0;22.06790123;4.788230648;None;0.0;4.788230648;0.0;0.0;9.090909091;40.90909091;31.81818182;18.18181818;0.0;0.0
2018-10;National;PARIS MONTPARNASSE;LE MANS;0.0;408.0;1.0;None;45.0;5.923703704;0.317731368;None;43.0;12.24418605;0.928460278;None;10.0;0.928460278;1.0;0.0;0.0;218.65088787857883;27.5862069;27.5862069;6.896551724;0.0
2018-10;National;LYON PART DIEU;RENNES;238.0;77.0;1.0;None;46.0;8.157608696;4.992324561;None;11.0;36.18333333;7.982017544;None;11.0;0.0;5.0;2.0;45.45454545;9.090909091;27.27272727;9.090909091;9.090909091;0.0
2018-10;National;PARIS EST;METZ;85.0;0.0;2.0;None;42.0;0.0;1.225957207;None;21.0;19.44365079;1.199042793;None;8.0;1.199042793;2.0;0.0;23.52941176;11.76470588;23.52941176;0.0;17.64705882;0.0
2018-10;National;DOUAI;PARIS NORD;78.0;208.0;2.0;None;54.0;7.504320988;2.136650485;None;41.0;17.53292683;4.198624595;None;0.0;4.198624595;0.0;0.0;2.941176471;32.35294118;44.11764706;17.64705882;2.941176471;0.0
2018-10;National;LILLE;LYON PART DIEU;190.0;252.0;1.0;None;92.0;6.558876812;0.0;None;38.0;38.75657895;7.201593625;None;32.0;0.0;15.0;6.0;16.21621622;24.32432432;24.32432432;21.62162162;10.81081081;2.702702703
2018-10;National;TOURCOING;BORDEAUX ST JEAN;286.0;29.0;0.0;None;7.0;2.680952381;0.674712644;None;1.0;345.3266769288485;58.47323134889636;None;0.0;3.909770115;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0
2018-10;National;PARIS LYON;AVIGNON TGV;160.0;458.0;94.94596247960848;None;70.0;19.59047619;2.654788012;None;88.0;34.54602273;0.0;None;67.0;7.025694444;31.0;12.0;19.76744186;23.25581395;12.79069767;39.53488372;3.488372093;1.162790698
2018-10;National;PARIS LYON;DIJON VILLE;0.0;0.0;3.0;None;58.0;20.07212644;2.640291667;None;44.0;37.81969697;4.706541667;None;34.0;4.706541667;17.0;6.0;13.95348837;9.302325581;11.62790698;55.81395349;6.976744186;2.325581395
2018-10;National;MACON LOCHE;PARIS LYON;100.0;202.0;1.0;None;153.0;11.60501089;8.851824212;None;41.0;33.57601626;7.412437811;None;0.0;7.412437811;0.0;0.0;19.51219512;26.82926829;34.14634146;0.0;4.87804878;0.0
2018-10;National;NIMES;PARIS LYON;0.0;0.0;94.94596247960848;None;217.0;12.44677419;0.0;None;76.0;56.41359649;14.61463146;None;60.0;14.61463146;36.0;20.0;0.0;42.10526316;11.84210526;5.263157895;5.263157895;0.0
2018-10;National;PARIS LYON;PERPIGNAN;308.0;176.0;94.94596247960848;None;34.0;17.45245098;3.215269461;None;37.0;52.84459459;58.47323134889636;None;37.0;14.00548902;19.0;0.0;30.55555556;50.0;8.333333333;8.333333333;0.0;2.777777778
2018-10;National;PERPIGNAN;PARIS LYON;302.0;156.0;11.0;None;51.0;9.183660131;0.0;None;26.0;80.69294872;15.91390805;None;260.39253670473084;0.0;19.0;11.0;34.61538462;50.0;7.692307692;7.692307692;0.0;0.0
2018-10;National;PARIS LYON;SAINT ETIENNE CHATEAUCREUX;1702.5938009787928;2681.206158238173;2.0;None;11.0;5.687878788;0.0;None;13.0;19.66153846;3.965606061;None;9.0;3.965606061;2.0;0.0;7.692307692;30.76923077;15.38461538;15.38461538;30.76923077;0.0
2018-10;National;SAINT ETIENNE CHATEAUCREUX;PARIS LYON;168.0;107.0;0.0;None;15.0;4.882222222;0.625545171;None;12.0;19.17222222;3.192990654;None;5.0;3.192990654;1.0;1.0;16.66666667;16.66666667;33.33333333;8.333333333;16.66666667;8.333333333
2018-10;National;MARSEILLE ST CHARLES;LYON PART DIEU;102.0;514.0;8.0;None;156.0;8.476495726;2.633761528;None;143.0;0.0;10.64367589;None;0.0;0.0;0.0;0.0;12.58741259;23.07692308;40.55944056;9.79020979;11.18881119;2.797202797
2018-10;International;PARIS EST;FRANCFORT;224.0;179.0;1.0;None;24.0;9.067361111;1.214513109;None;27.0;33.97160494;8.760580524;None;27.0;8.760580524;0.0;0.0;30.0;10.0;30.0;20.0;10.0;0.0
2018-10;International;MADRID;MARSEILLE ST CHARLES;374.0;31.0;1.0;None;16.0;8.6875;3.966666667;None;7.0;44.35;14.46888889;None;7.0;14.46888889;5.0;1.0;0.0;85.71428571;0.0;14.28571429;0.0;0.0
2018-11;National;PARIS MONTPARNASSE;BREST;222.0;273.0;2.0;None;22.0;9.260606061;0.214145141;None;31.0;45.12903226;7.929889299;None;31.0;7.929889299;12.0;5.0;35.48387097;0.0;9.677419355;9.677419355;9.677419355;9.677419355
2018-11;National;ST PIERRE DES CORPS;PARIS MONTPARNASSE;63.0;393.0;9.0;None;201.0;7.796185738;4.199131944;None;118.0;16.43488701;5.405034722;None;0.0;5.405034722;0.0;0.0;12.5;22.22222222;31.94444444;18.05555556;2.777777778;12.5
2018-11;National;PARIS MONTPARNASSE;TOULOUSE MATABIAU;258.0;164.0;4.0;None;872.2920065252855;6.768333333;0.0;None;18.0;76.91666667;8.795;None;18.0;8.795;12.0;5.0;33.33333333;27.77777778;16.66666667;16.66666667;0.0;5.555555556
2018-11;National;RENNES;LYON PART DIEU;238.0;90.0;2.0;None;27.0;118.28872062060988;1.580113636;None;14.0;45.21071429;8.414204545;None;14.0;8.414204545;8.0;4.0;14.28571429;21.42857143;21.42857143;28.57142857;14.28571429;0.0
2018-11;National;DUNKERQUE;PARIS NORD;116.0;0.0;1.0;None;9.0;4.111111111;0.193877551;None;365.28344208809136;16.76884058;2.786870748;None;10.0;2.786870748;1.0;0.0;17.39130435;30.43478261;39.13043478;4.347826087;8.695652174;0.0
2018-11;National;MARNE LA VALLEE;MARSEILLE ST CHARLES;213.0;0.0;3.0;None;162.0;7.92026749;4.278142077;None;48.0;41.09305556;9.15;None;48.0;9.15;23.0;8.0;25.53191489;14.89361702;25.53191489;23.40425532;72.0439601026586;4.255319149
2018-11;National;PARIS LYON;AVIGNON TGV;160.0;482.0;2.0;None;69.0;16.99299517;2.042291667;None;79.0;0.0;6.6825;None;61.0;6.6825;36.0;13.0;20.51282051;20.51282051;21.79487179;33.33333333;3.846153846;0.0
2018-11;National;AVIGNON TGV;PARIS LYON;160.0;522.0;2.0;None;267.0;8.116853933;4.131891026;None;95.0;44.55070175;9.038141026;None;0.0;9.038141026;0.0;0.0;30.52631579;26.31578947;20.0;0.0;4.210526316;75.91572970554272
2018-11;National;PARIS LYON;BELLEGARDE (AIN);160.0;0.0;3.0;None;31.0;18.09086022;0.0;None;38.0;345.3266769288485;8.798989899;None;27.0;8.798989899;12.0;5.0;18.91891892;10.81081081;35.13513514;32.43243243;2.702702703;0.0
2018-11;National;MACON LOCHE;PARIS LYON;100.0;194.0;0.0;None;148.0;9.911148649;7.565463918;None;29.0;30.11034483;5.301116838;None;23.0;5.301116838;0.0;0.0;0.0;27.5862069;27.5862069;6.896551724;6.896551724;3.448275862
2018-11;National;PARIS LYON;MULHOUSE VILLE;167.0;310.0;3.0;None;49.0;18.09897959;2.539793702;None;48.0;33.28819444;6.100271444;None;260.39253670473084;6.100271444;0.0;0.0;21.73913043;15.2173913;21.73913043;30.43478261;10.86956522;0.0
2018-11;National;PERPIGNAN;PARIS LYON;0.0;153.0;0.0;None;0.0;0.0;3.152832244;None;39.0;39.2474359;11.44433551;None;39.0;0.0;22.0;8.0;56.41025641;23.07692308;12.82051282;5.128205128;2.564102564;0.0
